artista,cancion,duracion_ms,explicito,anio,popularidad,bailable,energia,clave,volumen,modo,locuacidad,acusticidad,instrumentalidad,vivisidad,valencia emocional,tempo,genero_principal_Dance/Electronic,genero_principal_Folk/Acoustic,genero_principal_R&B,genero_principal_World/Traditional,genero_principal_country,genero_principal_easy listening,genero_principal_hip hop,genero_principal_latin,genero_principal_metal,genero_principal_pop,genero_principal_rock,genero_principal_set(),fecha_lanzamiento,Followers,dia_semana,TOP50_2019-2020,inflation,unemployment,gdp_per_capita,gross_savings,crecimiento_renta_neta,consumption_expenditure
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,0,2015,74,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,0,0,0,0,0,0,0,0,0,1,0,0,2015-02-24,1081134,Tuesday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Ellie Goulding,On My Mind,213445,0,2015,0,0.699,0.688,2,-6.607,0,0.0522,0.264,4.11e-06,0.0863,0.742,154.943,0,0,0,0,0,0,0,0,0,1,0,0,2019-12-13,12527164,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Bryson Tiller,Don't,198293,1,2015,78,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,0,0,0,0,0,0,1,0,0,0,0,0,2001-10-16,8902088,Tuesday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,1,2015,1,0.676,0.615,6,-7.534,0,0.0496,0.0384,0.0,0.341,0.883,163.993,0,0,0,0,0,0,1,0,0,0,0,0,2015-02-10,2868494,Tuesday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Joel Adams,Please Don't Go,210580,0,2015,71,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,0,0,1,0,0,0,0,0,0,0,0,0,2022-07-15,194771,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Zedd,I Want You To Know,238800,0,2015,0,0.561,0.877,9,-2.215,0,0.0659,0.00621,8.11e-06,0.28,0.375,130.003,0,0,0,0,0,0,1,0,0,0,0,0,2015-05-18,5952256,Monday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Jonas Blue,Fast Car,212424,0,2015,67,0.644,0.57,9,-6.994,1,0.052,0.484,0.0,0.299,0.527,113.945,0,0,0,0,0,0,0,0,0,1,0,0,2023-03-24,3762552,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
BØRNS,Electric Love,218173,0,2015,0,0.373,0.858,6,-6.536,0,0.0889,0.00407,0.0016,0.256,0.605,120.063,0,0,0,0,0,0,0,0,0,0,1,0,2015-10-16,1282841,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Sigala,Easy Love,229813,0,2018,66,0.68,0.942,9,-4.208,1,0.0631,0.175,0.0013,0.117,0.647,123.976,0,0,0,0,0,0,0,0,0,1,0,0,1984-10-01,1563937,Monday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Justin Bieber,Sorry,200786,0,2015,80,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,0,0,0,0,0,0,0,0,0,1,0,0,2015-11-13,77112818,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Ariana Grande,One Last Time,197266,0,2014,79,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,0,0,0,0,0,0,0,0,0,1,0,0,2014-08-22,99549434,Friday,sí,1.622222977,6.168,55304,19.64,3.35,81.99
Little Mix,Black Magic,211773,0,2015,1,0.777,0.896,4,-4.467,1,0.0619,0.0352,0.0,0.317,0.843,111.987,0,0,0,0,0,0,0,0,0,1,0,0,2015-11-06,12013306,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
One Direction,Perfect,230333,0,2015,77,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,0,0,0,0,0,0,0,0,0,1,0,0,2024-07-12,36302530,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Years & Years,Shine,255506,0,2015,55,0.667,0.716,1,-5.21,0,0.0349,0.189,0.0,0.104,0.493,108.002,0,0,0,0,0,0,0,0,0,1,0,0,2012-01-01,1969503,Sunday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Meghan Trainor,Lips Are Movin,182666,0,2015,70,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,0,0,0,0,0,0,0,0,0,1,0,0,2015-01-09,15334529,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Nicky Jam,El Perdón - Forgiveness,206666,0,2017,51,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013,0,0,0,0,0,0,0,1,0,0,0,0,2017-01-20,18923699,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
The Weeknd,Starboy,230453,1,2016,0,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,0,0,0,0,0,0,0,0,0,1,0,0,2016-11-25,90473861,Friday,sí,1.261583206,4.869,58207,18.67,1.06,81.79
Drake,One Dance,173986,0,2016,84,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,0,0,0,0,0,0,1,0,0,0,0,0,2016-05-06,91634236,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Justin Bieber,Love Yourself,233720,0,2015,0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,0,0,0,0,0,0,0,0,0,1,0,0,2015-11-13,77112818,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
The Chainsmokers,Closer,244960,0,2016,83,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,0,0,0,0,0,0,0,0,0,1,0,0,2016-07-29,20441381,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Adele,Hello,295502,0,2015,1,0.471,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,0,0,0,0,0,0,0,0,0,1,0,0,2015-11-20,58394799,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Desiigner,Panda,246761,1,2016,70,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,0,0,0,0,0,0,1,0,0,0,0,0,2016-02-26,3508596,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,0,2016,72,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,1,0,0,0,0,0,0,0,0,0,0,0,2016-09-02,161605,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Sia,Cheap Thrills (feat. Sean Paul),224813,0,2016,67,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,0,0,0,0,0,0,0,0,0,1,0,0,2016-10-21,28518731,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
OneRepublic,Wherever I Go,169773,0,2016,70,0.552,0.689,10,-6.444,0,0.0425,0.0915,0.0,0.27,0.349,99.961,0,0,0,0,0,0,0,0,0,1,0,0,2016-12-02,17415359,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Rihanna,Work,219320,1,2016,75,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,0,0,0,0,0,0,1,0,0,0,0,0,2016-01-28,62453726,Thursday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Coldplay,Hymn for the Weekend,258266,0,2015,82,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,0,0,0,0,0,0,0,0,0,0,1,0,2015-12-04,53112218,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,0,2016,76,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,0,0,0,0,0,0,0,0,0,1,0,0,2016-09-23,14458266,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
WILLOW,Wait a Minute!,196520,0,2015,86,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,0,0,0,0,0,0,0,0,0,1,0,0,2015-01-11,2671337,Sunday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Desiigner,Tiimmy Turner,239853,1,2016,67,0.603,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,0,0,0,0,0,0,1,0,0,0,0,0,2016-07-22,3508596,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
G-Eazy,"Me, Myself & I",251466,1,2015,77,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,0,0,0,0,0,0,1,0,0,0,0,0,2015-12-04,5415064,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,0,2016,68,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,0,0,0,0,0,0,1,0,0,0,0,0,2016-05-13,26131627,Friday,sí,1.261583206,4.869,58207,18.67,1.06,81.79
Astrid S,Hurts So Good,208728,0,2016,0,0.672,0.589,7,-5.008,0,0.049,0.082,0.0,0.0962,0.379,120.036,0,0,0,0,0,0,0,0,0,0,1,0,2016-05-20,1356298,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,1,2016,75,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,0,0,0,0,0,0,1,0,0,0,0,0,2016-06-24,15143010,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Twenty One Pilots,Heathens,195920,0,2016,80,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,0,0,0,0,0,0,0,0,0,0,1,0,2016-06-16,24626457,Thursday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Future,Low Life (feat. The Weeknd),313546,1,2016,74,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,0,0,0,0,0,0,1,0,0,0,0,0,2016-04-13,18424751,Wednesday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Galantis,No Money,189126,0,2016,67,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,0,0,0,0,0,0,0,0,0,1,0,0,2016-04-01,3375326,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
The Chainsmokers,Don't Let Me Down,208373,0,2016,79,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,0,0,0,0,0,0,0,0,0,1,0,0,2016-02-05,20441381,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,1,2016,62,0.916,0.804,0,-3.406,1,0.049,0.37,1.18e-05,0.0812,0.538,120.028,0,0,0,0,0,0,1,0,0,0,0,0,2017-03-31,839193,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Alok,Hear Me Now,192846,0,2016,51,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,0,0,0,0,0,0,0,0,0,1,0,0,2016-10-21,11291382,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Jon Bellion,All Time Low,217603,1,2016,70,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,0,0,0,0,0,0,1,0,0,0,0,0,2016-06-10,1421834,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Cheat Codes,Sex,228361,0,2016,0,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,0,0,0,0,0,0,0,0,0,1,0,0,2024-03-15,2108905,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Meghan Trainor,NO,213506,0,2017,69,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,0,0,0,0,0,0,0,0,0,1,0,0,2017-05-12,15334529,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Dua Lipa,Hotter Than Hell,187957,0,2017,65,0.532,0.868,3,-4.23,0,0.0908,0.011,0.0,0.0584,0.529,110.127,0,0,0,0,0,0,0,0,0,1,0,0,2017-06-02,44579194,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Martin Garrix,In the Name of Love,195706,0,2016,76,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,0,0,0,0,0,0,0,0,0,1,0,0,2016-07-29,15061604,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Alan Walker,Faded,212106,0,2018,78,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,1,0,0,0,0,0,0,0,0,0,0,0,2015-12-04,39362246,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Tove Lo,Cool Girl,197815,1,2016,0,0.674,0.71,9,-7.042,0,0.111,0.343,6.71e-06,0.129,0.234,101.983,0,0,0,0,0,0,0,0,0,1,0,0,2016-10-28,3616529,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
DJ Snake,Let Me Love You,205946,0,2016,81,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,0,0,0,0,0,0,1,0,0,0,0,0,2016-08-05,8822563,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,0,2016,79,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,0,0,0,0,0,0,1,0,0,0,0,0,2016-05-18,22833621,Wednesday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,1,2016,77,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,0,0,0,0,0,0,1,0,0,0,0,0,2016-05-06,1383380,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Kevin Gates,2 Phones,240000,1,2016,69,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918,0,0,0,0,0,0,1,0,0,0,0,0,2016-01-29,6211044,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Rihanna,Needed Me,191600,1,2016,80,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,0,0,0,0,0,0,1,0,0,0,0,0,2016-01-28,62453726,Thursday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Ariana Grande,Side To Side,226160,1,2016,0,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,0,0,0,0,0,0,0,0,0,1,0,0,2016-05-20,99549434,Friday,sí,1.261583206,4.869,58207,18.67,1.06,81.79
Marshmello,Alone,273802,0,2016,71,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,0,0,0,0,0,0,0,0,0,1,0,0,2016-05-13,33786277,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Shawn Mendes,I Know What You Did Last Summer,223853,0,2015,73,0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,113.939,0,0,0,0,0,0,0,0,0,1,0,0,2015-04-14,43165238,Tuesday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Calvin Harris,My Way,219159,0,2016,74,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,0,0,0,0,0,0,1,0,0,0,0,0,2008-05-13,22833621,Tuesday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Fitz and The Tantrums,HandClap,193253,0,2016,64,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,0,0,0,0,0,0,0,0,0,1,0,0,2017-07-24,934264,Monday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Twenty One Pilots,Ride,214506,0,2015,80,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,0,0,0,0,0,0,0,0,0,0,1,0,2015-05-15,24626457,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Ariana Grande,Dangerous Woman,235946,0,2016,0,0.677,0.604,7,-5.32,1,0.0385,0.0612,0.0,0.353,0.297,134.052,0,0,0,0,0,0,0,0,0,1,0,0,2016-05-20,99549434,Friday,sí,1.261583206,4.869,58207,18.67,1.06,81.79
Anne-Marie,Alarm,205593,1,2016,57,0.756,0.589,0,-5.093,1,0.232,0.0812,0.0,0.176,0.811,146.928,0,0,0,0,0,0,0,0,0,1,0,0,2014-10-09,12040119,Thursday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,0,2016,79,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,0,0,0,0,0,0,0,0,0,1,0,0,2016-01-29,23124320,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
AlunaGeorge,I'm In Control,209425,0,2016,0,0.734,0.847,11,-3.713,0,0.0346,0.355,0.000144,0.154,0.673,104.013,0,0,0,0,0,0,0,0,0,1,0,0,2016-09-16,436425,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,0,2016,68,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03,0,0,0,0,0,0,0,0,0,1,0,0,2016-04-18,11075132,Monday,no,1.261583206,4.869,58207,18.67,1.06,81.79
MNEK,Never Forget You,213427,0,2015,45,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,1,0,0,0,0,0,0,0,0,0,0,0,2017-03-17,292838,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Mike Perry,The Ocean (feat. Shy Martin),183414,0,2016,70,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,0,0,0,0,0,0,0,0,0,1,0,0,2016-04-15,1435078,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Drake,Hotline Bling,267066,0,2016,0,0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96,0,0,0,0,0,0,1,0,0,0,0,0,2016-05-06,91634236,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Ariana Grande,Into You,244453,0,2016,3,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,0,0,0,0,0,0,0,0,0,1,0,0,2016-05-20,99549434,Friday,sí,1.261583206,4.869,58207,18.67,1.06,81.79
Shawn Mendes,Treat You Better,187973,0,2017,82,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,0,0,0,0,0,0,0,0,0,1,0,0,2017-04-20,43165238,Thursday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Tory Lanez,Say It,237786,1,2016,73,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,0,0,0,0,0,0,1,0,0,0,0,0,2016-08-19,6982760,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Coldplay,Adventure of a Lifetime,263786,0,2015,76,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,0,0,0,0,0,0,0,0,0,0,1,0,2015-12-04,53112218,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,0,2016,0,0.79,0.705,0,-4.684,0,0.0383,0.0807,4.81e-05,0.251,0.501,121.969,0,0,0,0,0,0,0,0,0,1,0,0,2016-11-04,954386,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,0,2016,69,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,0,0,0,0,0,0,0,0,0,1,0,0,2016-07-01,201404,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
DNCE,Cake By The Ocean,219146,1,2016,79,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,0,0,0,0,0,0,0,0,0,1,0,0,2016-11-18,4536599,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
99 Souls,The Girl Is Mine,216613,0,2016,55,0.683,0.943,9,-3.6,1,0.0397,0.00423,0.0972,0.0356,0.706,118.991,1,0,0,0,0,0,0,0,0,0,0,0,1982-11-30,24562,Tuesday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Illy,Papercuts (feat. Vera Blue),255889,0,2016,51,0.369,0.618,6,-6.304,0,0.249,0.161,0.0,0.257,0.467,191.863,0,0,0,0,0,0,1,0,0,0,0,0,2016-11-11,20095,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Kiiara,Gold,225882,0,2015,55,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,0,0,0,0,0,0,0,0,0,0,1,0,2022-10-03,924685,Monday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Kygo,Stole the Show,222813,0,2016,0,0.678,0.633,8,-6.443,0,0.171,0.151,0.0,0.147,0.478,99.886,0,0,0,0,0,0,0,0,0,1,0,0,2016-05-13,8432584,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,0,2016,75,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,0,0,0,0,0,0,0,0,0,1,0,0,2016-05-27,16197064,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Drake,Pop Style,212946,1,2016,63,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133.053,0,0,0,0,0,0,1,0,0,0,0,0,2016-05-06,91634236,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
ZAYN,PILLOWTALK,203686,1,2016,59,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909,0,0,0,0,0,0,0,0,0,1,0,0,2016-03-25,23177158,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Alessia Cara,Here,199453,0,2016,66,0.376,0.822,0,-3.974,1,0.104,0.0783,0.0,0.0841,0.327,120.493,0,0,0,0,0,0,0,0,0,1,0,0,1969-09-26,11810634,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
DJ Snake,Middle,220573,0,2016,0,0.611,0.7,9,-5.331,1,0.0436,0.0199,0.0,0.0549,0.213,104.981,0,0,0,0,0,0,1,0,0,0,0,0,2020-01-10,8822563,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Sigala,Sweet Lovin' - Radio Edit,202149,0,2015,46,0.683,0.91,10,-1.231,1,0.0515,0.0553,4.78e-06,0.336,0.674,124.977,0,0,0,0,0,0,0,0,0,1,0,0,2018-09-28,1563937,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Drake,Jumpman,205879,1,2015,72,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,0,0,0,0,0,0,1,0,0,0,0,0,2015-09-20,91634236,Sunday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Charlie Puth,Dangerously,199133,0,2016,62,0.696,0.517,2,-8.379,0,0.0366,0.364,0.0,0.197,0.23,112.291,0,0,0,0,0,0,0,0,0,1,0,0,2003-06-24,23124320,Tuesday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Nick Jonas,Close,234213,0,2016,69,0.654,0.623,6,-5.273,0,0.082,0.253,0.0,0.144,0.401,123.996,0,0,0,0,0,0,0,0,0,1,0,0,2024-06-21,10024506,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Jonas Blue,Perfect Strangers,196613,0,2016,0,0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,0,0,0,0,0,0,0,0,0,1,0,0,2019-01-31,3762552,Thursday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,0,2016,0,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,0,0,0,0,0,0,1,0,0,0,0,0,2016-10-09,6180863,Sunday,no,1.261583206,4.869,58207,18.67,1.06,81.79
The Chainsmokers,Roses,226738,0,2015,73,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,0,0,0,0,0,0,0,0,0,1,0,0,2018-12-05,20441381,Wednesday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Tory Lanez,LUV,228640,1,2016,0,0.688,0.541,11,-8.128,0,0.114,0.0118,0.0,0.123,0.247,95.109,0,0,0,0,0,0,1,0,0,0,0,0,2016-08-19,6982760,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,0,2016,68,0.632,0.702,7,-5.92,1,0.148,0.0114,0.0,0.108,0.523,162.958,0,0,0,0,0,0,0,0,0,1,0,0,2016-04-15,17056628,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Steve Aoki,Just Hold On,198774,0,2016,63,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,0,0,0,0,0,0,1,0,0,0,0,0,2016-12-10,3780871,Saturday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Clean Bandit,Tears (feat. Louisa Johnson),225914,0,2016,60,0.605,0.77,5,-3.645,0,0.0446,0.0431,0.0,0.159,0.298,130.037,0,0,0,0,0,0,0,0,0,1,0,0,2016-05-27,5524094,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Jonas Blue,Fast Car,212424,0,2015,1,0.459,0.587,9,-6.983,1,0.0785,0.453,0.0,0.307,0.581,113.901,0,0,0,0,0,0,0,0,0,1,0,0,2023-03-24,3762552,Friday,no,0.118627136,5.28,57040,19.75,3.54,81.45
Flume,Never Be Like You,233337,1,2016,0,0.443,0.558,0,-5.436,1,0.0624,0.441,0.0,0.163,0.248,116.838,1,0,0,0,0,0,0,0,0,0,0,0,2016-05-27,2456853,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Bastille,Good Grief,206493,0,2016,65,0.73,0.758,1,-4.888,1,0.0653,0.147,0.0,0.311,0.877,120.041,0,0,0,0,0,0,0,0,0,1,0,0,2016-09-09,5553772,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Sia,The Greatest (feat. Kendrick Lamar),210226,0,2016,68,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,0,0,0,0,0,0,0,0,0,1,0,0,2016-10-21,28518731,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
PARTYNEXTDOOR,Not Nice,202661,0,2016,62,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,0,0,0,0,0,0,1,0,0,0,0,0,2016-08-12,7036710,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",251033,1,2016,77,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,0,0,0,0,0,0,1,0,0,0,0,0,2016-03-25,1570608,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
